STATE,DISTRICT,rape_avg,kidnapping_avg,assault_avg,domestic_avg,dowry_avg,trafficking_avg,other_ipc_avg,total_crime_avg,risk_label,risk_encoded
PUNJAB,BARNALA,60.083333333333336,71.6111111111111,17.72222222222222,20.36111111111111,1.4444444444444444,0.0,232.94444444444443,404.1666666666667,Low,0
PUNJAB,BATALA,81.16666666666667,75.58333333333333,35.75,35.0,2.9166666666666665,0.0,202.33333333333331,432.75,Low,0
PUNJAB,BATHINDA,171.0,112.0,154.0,74.0,5.0,0.0,744.0,1260.0,Low,0
PUNJAB,BHATINDA,115.75,129.5,39.5,65.70833333333333,4.125,0.0,582.7916666666667,937.375,Low,0
PUNJAB,CP AMRITSAR,89.33333333333333,147.66666666666666,51.77777777777778,116.22222222222224,4.444444444444444,0.0,481.0,890.4444444444445,Low,0
PUNJAB,CP JALANDHAR,114.66666666666669,165.7777777777778,85.0,118.55555555555556,5.666666666666667,0.0,466.6666666666667,956.3333333333334,Low,0
PUNJAB,CP LUDHIANA,284.3333333333333,366.4444444444444,108.0,139.66666666666666,9.666666666666666,0.0,1031.2222222222224,1939.3333333333333,Low,0
PUNJAB,FARIDKOT,54.833333333333336,41.22222222222222,23.916666666666668,20.0,2.1666666666666665,0.0,229.91666666666663,372.0555555555556,High,1
PUNJAB,FATEHGARH SAHIB,53.75,47.083333333333336,20.944444444444443,30.33333333333333,2.694444444444444,0.0,219.94444444444443,374.75,Low,0
PUNJAB,FAZILKA,114.16666666666669,81.83333333333333,17.666666666666668,41.5,3.5,0.3333333333333333,215.5,474.5,Low,0
PUNJAB,FEROZEPUR,126.875,42.125,41.0,40.75,5.625,0.0,311.5,567.875,Low,0
PUNJAB,FEROZPUR,67.125,86.6875,9.9375,44.6875,4.875,0.0,380.375,593.6875,High,1
PUNJAB,GURDASPUR,70.41666666666667,77.11111111111111,42.11111111111112,40.333333333333336,4.0,0.0,235.41666666666663,469.3888888888889,Low,0
PUNJAB,HOSHIARPUR,108.41666666666669,97.3888888888889,50.69444444444444,102.08333333333331,7.25,0.0,302.5,668.3333333333334,Low,0
PUNJAB,JAGRAON,46.71428571428572,43.285714285714285,7.857142857142857,21.285714285714285,2.857142857142857,0.0,244.28571428571428,366.2857142857143,High,1
PUNJAB,JALANDHAR,106.375,113.125,46.525,65.7,5.425,0.0,470.075,807.225,High,1
PUNJAB,KAPURTHALA,79.5,81.94444444444444,39.91666666666666,51.388888888888886,4.583333333333333,0.0,252.33333333333331,509.6666666666667,Low,0
PUNJAB,KHANNA,48.25,66.16666666666667,33.916666666666664,27.722222222222225,2.833333333333333,0.0,218.5555555555556,397.4444444444444,Low,0
PUNJAB,LUDHIANA,63.0375,129.8375,26.15,47.3125,4.25,0.0,541.05,811.6375,High,1
PUNJAB,MAJITHA,33.0,42.0,8.333333333333334,20.83333333333333,5.333333333333333,0.0,170.66666666666666,280.1666666666667,Low,0
PUNJAB,MANSA,55.91666666666666,27.666666666666668,22.694444444444443,25.611111111111114,3.305555555555556,0.0,218.63888888888889,353.8333333333333,Low,0
PUNJAB,MOGA,71.0,78.72222222222221,38.19444444444445,24.25,2.972222222222222,0.0,285.52777777777777,500.6666666666667,Low,0
PUNJAB,MUKTSAR,59.75,82.52777777777779,25.444444444444443,28.02777777777777,2.472222222222222,0.0,196.58333333333331,394.8055555555556,Low,0
PUNJAB,NAWAN SHAHR,35.142857142857146,34.142857142857146,7.571428571428571,20.857142857142858,3.142857142857143,0.0,129.57142857142858,230.42857142857144,Low,0
PUNJAB,PATHANKOT,35.166666666666664,36.833333333333336,11.333333333333334,45.0,3.333333333333333,0.0,141.0,272.6666666666667,Low,0
PUNJAB,PATIALA,123.5,132.27777777777777,84.05555555555556,150.30555555555557,8.305555555555555,0.0,946.4722222222224,1444.9166666666667,Low,0
PUNJAB,ROPAR,62.333333333333336,93.83333333333331,49.30555555555555,29.722222222222225,3.222222222222222,0.0,311.5,549.9166666666666,Low,0
PUNJAB,SANGRUR,137.08333333333334,107.9722222222222,57.55555555555557,65.30555555555556,8.555555555555555,0.0,656.9444444444445,1033.4166666666667,High,1
PUNJAB,SAS NAGAR,182.0,199.0,114.0,74.0,5.0,0.0,742.0,1316.0,Low,0
PUNJAB,SAS NGR,105.0,161.85714285714286,51.5,115.5,7.071428571428571,0.0,546.7142857142857,987.6428571428572,High,1
PUNJAB,SBS NAGAR,57.73333333333333,27.73333333333333,18.466666666666665,30.53333333333333,1.9333333333333331,0.0,117.46666666666664,253.86666666666667,Low,0
PUNJAB,TARN TARAN,83.38888888888889,76.33333333333333,51.02777777777778,35.083333333333336,5.583333333333333,0.0,239.02777777777771,490.4444444444444,Low,0
RAJASTHAN,AJMER,277.0,385.3333333333333,204.41666666666663,721.4722222222223,13.47222222222222,0.0,3307.305555555555,4909.0,High,1
RAJASTHAN,ALWAR,699.5833333333334,653.75,307.75,608.4722222222223,38.388888888888886,0.0,3234.25,5542.194444444444,High,1
RAJASTHAN,BANSWARA,315.8333333333333,227.80555555555557,128.72222222222223,175.3611111111111,8.416666666666666,0.0,914.4722222222222,1770.611111111111,Low,0
RAJASTHAN,BARAN,191.41666666666663,274.97222222222223,262.44444444444446,282.8333333333333,4.111111111111111,0.0,1626.0,2641.777777777778,High,1
RAJASTHAN,BARMER,183.66666666666663,84.97222222222223,270.0555555555556,219.94444444444443,20.36111111111111,0.0,1622.8055555555557,2401.805555555556,High,1
RAJASTHAN,BHARATPUR,447.25,533.4722222222223,165.83333333333334,507.3055555555556,32.52777777777778,0.0,5057.777777777777,6744.166666666667,High,1
RAJASTHAN,BHILWARA,201.16666666666663,316.6944444444444,193.0,671.5,8.333333333333334,0.3333333333333333,2644.9444444444443,4035.972222222222,High,1
RAJASTHAN,BIKANER,213.83333333333331,159.88888888888889,99.5277777777778,462.4166666666667,16.083333333333332,2.333333333333333,2256.722222222222,3210.805555555555,High,1
RAJASTHAN,BUNDI,180.91666666666663,273.1111111111111,198.77777777777771,295.30555555555554,3.4166666666666665,0.3333333333333333,1253.388888888889,2205.25,High,1
RAJASTHAN,CHITTORGARH,261.8333333333333,428.52777777777777,179.77777777777774,626.3611111111111,4.166666666666667,0.0,1703.0277777777776,3203.694444444444,High,1
RAJASTHAN,CHURU,178.66666666666666,157.72222222222223,46.61111111111112,356.88888888888886,9.361111111111112,0.0,1297.9444444444446,2047.1944444444443,High,1
RAJASTHAN,DAUSA,93.41666666666669,216.88888888888889,161.91666666666666,189.52777777777771,9.25,0.0,2323.333333333333,2994.333333333333,High,1
RAJASTHAN,DHOLPUR,165.58333333333334,190.05555555555557,47.02777777777777,194.25,27.61111111111111,0.0,1611.5,2236.027777777778,High,1
RAJASTHAN,DISCOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
RAJASTHAN,DUNGARPUR,219.58333333333331,244.83333333333331,153.5277777777778,146.63888888888889,8.166666666666666,0.0,1162.0555555555557,1934.805555555556,Low,0
RAJASTHAN,GANGANAGAR,399.5833333333333,280.3611111111111,164.44444444444443,795.0,17.666666666666668,0.0,2450.083333333333,4107.138888888889,High,1
RAJASTHAN,HANUMANGARH,293.0,186.47222222222223,147.66666666666666,497.3611111111111,13.77777777777778,0.0,1953.3333333333333,3091.611111111111,High,1
RAJASTHAN,JAIPUR,192.55714285714288,396.07142857142856,192.2642857142857,314.01428571428573,17.52857142857143,0.0,4282.078571428571,5394.5142857142855,High,1
RAJASTHAN,JAIPUR EAST,151.23809523809524,292.7142857142857,160.42857142857142,257.04761904761904,7.19047619047619,0.0,2114.476190476191,2983.095238095238,High,1
RAJASTHAN,JAIPUR NORTH,103.42857142857144,255.7142857142857,83.52380952380952,265.8095238095238,5.857142857142857,0.0,1150.095238095238,1864.4285714285716,High,1
RAJASTHAN,JAIPUR SOUTH,115.14285714285715,189.95238095238096,85.71428571428571,205.2380952380952,7.3809523809523805,0.0,1529.047619047619,2132.4761904761904,High,1
RAJASTHAN,JAIPUR WEST,186.83333333333331,317.6666666666667,108.83333333333331,299.1666666666667,7.666666666666667,0.0,1843.3333333333333,2763.5,High,1
RAJASTHAN,JAISALMER,30.75,33.13888888888889,97.6111111111111,35.13888888888889,4.888888888888889,0.0,556.7222222222223,758.25,Low,0
RAJASTHAN,JALORE,100.5,128.66666666666666,109.69444444444446,155.41666666666666,10.361111111111112,0.0,1503.611111111111,2008.25,High,1
RAJASTHAN,JHALAWAR,321.0833333333333,310.13888888888886,355.2777777777778,424.4444444444444,7.944444444444444,0.0,1262.888888888889,2681.777777777778,High,1
RAJASTHAN,JHUNJHUNU,187.33333333333331,164.9722222222222,64.5,320.38888888888886,12.72222222222222,0.0,2128.222222222222,2878.1388888888887,High,1
RAJASTHAN,JODHPUR,88.53061224489797,123.95238095238096,79.54421768707483,183.1843537414966,10.714285714285714,0.0,819.5006802721089,1305.426530612245,Low,0
RAJASTHAN,JODHPUR EAST,67.5,112.0,124.0,211.5,1.5,0.0,732.0,1248.5,Low,0
RAJASTHAN,JODHPUR WEST,144.0,145.5,162.0,166.5,3.0,0.0,1244.0,1865.0,Low,0
RAJASTHAN,KARAULI,130.58333333333334,216.2222222222222,108.41666666666669,169.05555555555557,13.72222222222222,0.0,2574.9444444444443,3212.944444444444,High,1
RAJASTHAN,KOTA,168.5673469387755,284.1387755102041,164.33061224489796,350.21224489795924,4.56734693877551,0.2857142857142857,1489.3673469387757,2461.469387755102,High,1
RAJASTHAN,NAGAUR,240.08333333333331,250.63888888888889,137.55555555555557,418.3055555555555,13.888888888888888,0.0,2562.305555555555,3622.7777777777774,High,1
RAJASTHAN,PALI,246.83333333333331,329.77777777777777,338.9166666666667,443.0,15.75,0.0,3220.194444444444,4594.472222222222,High,1
RAJASTHAN,PRAAPGARH,613.0,296.0,610.0,322.0,12.0,0.0,1223.0,3076.0,High,1
RAJASTHAN,PRATAPGARH,419.7,321.8,116.9,264.4,5.0,0.0,802.4,1930.2,Low,0
RAJASTHAN,RAJSAMAND,98.41666666666669,165.05555555555554,90.66666666666669,242.83333333333331,6.111111111111111,0.0,725.5555555555555,1328.638888888889,Low,0
RAJASTHAN,SAWAI MADHOPUR,139.41666666666666,194.69444444444449,97.0277777777778,215.55555555555557,4.027777777777778,0.3333333333333333,2278.527777777778,2929.583333333333,High,1
RAJASTHAN,SIKAR,183.33333333333331,346.38888888888886,65.47222222222223,332.6944444444444,14.305555555555555,0.0,2752.9166666666665,3695.111111111111,High,1
RAJASTHAN,SIROHI,118.41666666666669,142.02777777777777,106.38888888888889,202.75,5.75,0.0,694.9722222222222,1270.3055555555554,Low,0
RAJASTHAN,TONK,110.75,190.0,123.44444444444446,299.4444444444444,4.694444444444444,0.0,1664.5,2392.833333333333,High,1
RAJASTHAN,UDAIPUR,488.0833333333333,638.0,474.8055555555556,530.1666666666666,9.638888888888888,0.3333333333333333,2748.222222222222,4889.25,High,1
SIKKIM,EAST,46.083333333333336,21.527777777777786,17.416666666666668,3.0,0.0277777777777777,0.0,106.58333333333331,194.6388888888889,Low,0
SIKKIM,NORTH,4.5,0.0,1.0,0.5,0.0,0.0,7.5,13.5,Low,0
SIKKIM,NORTH SIKKIM,1.75,0.1666666666666666,0.5,0.0833333333333333,0.0,0.0,13.333333333333334,15.833333333333334,Low,0
SIKKIM,SOUTH,36.16666666666666,8.0,14.777777777777777,0.6388888888888888,0.0,0.0,58.80555555555555,118.3888888888889,Low,0
SIKKIM,WEST,23.416666666666668,3.3611111111111107,6.694444444444444,0.5555555555555555,0.0277777777777777,0.0,38.75,72.80555555555556,Low,0
TAMIL NADU,ARIYALUR,30.8,54.06666666666666,39.06666666666667,8.533333333333333,2.2666666666666666,0.0,1095.3333333333333,1230.0666666666666,High,1
TAMIL NADU,CHENGAI,72.75,80.75,82.25,79.75,22.75,0.0,7165.5,7503.75,High,1
TAMIL NADU,CHENNAI,192.55555555555557,120.63888888888889,133.58333333333334,235.77777777777771,14.861111111111107,0.0,7233.694444444444,7931.11111111111,High,1
TAMIL NADU,CHENNAISUBURBAN,96.0,77.33333333333333,51.333333333333336,52.333333333333336,22.0,0.0,3470.0,3769.0,High,1
TAMIL NADU,COIMBATORE,32.375,56.69444444444444,35.06944444444445,55.93055555555555,2.3472222222222223,0.0,4876.125,5058.541666666667,High,1
TAMIL NADU,CUDDALORE,74.5,156.16666666666666,21.861111111111114,48.05555555555555,6.583333333333333,0.0,5016.5,5323.666666666667,High,1
TAMIL NADU,CYBER CELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
TAMIL NADU,DHARMAPURI,48.75,288.5833333333333,54.25,45.27777777777778,3.1666666666666665,0.0,1804.555555555556,2244.583333333333,High,1
TAMIL NADU,DINDIGUL,42.16666666666666,214.19444444444449,47.30555555555555,92.55555555555554,2.888888888888889,0.0,3308.3888888888887,3707.5,High,1
TAMIL NADU,ERODE,28.25,85.0,38.638888888888886,27.666666666666668,1.0833333333333333,0.0,2560.472222222222,2741.1111111111118,High,1
TAMIL NADU,KANCHIPURAM,60.91666666666666,33.388888888888886,21.361111111111114,17.36111111111111,4.166666666666667,0.0,4383.5,4520.694444444444,High,1
TAMIL NADU,KANYAKUMARI,28.5,69.1111111111111,10.305555555555555,77.97222222222221,2.361111111111111,0.0,2161.333333333333,2349.583333333333,High,1
TAMIL NADU,KARUR,13.666666666666666,48.80555555555557,21.166666666666668,12.472222222222223,1.0277777777777777,0.0,1220.0277777777776,1317.1666666666667,Low,0
TAMIL NADU,KRISHNAGIRI,34.888888888888886,155.03703703703704,51.333333333333336,34.48148148148148,6.962962962962963,0.0,2593.6296296296296,2876.333333333333,High,1
TAMIL NADU,MADURAI,59.083333333333336,169.26388888888889,65.2361111111111,143.54166666666666,4.708333333333333,0.0,2264.3194444444443,2706.152777777778,High,1
TAMIL NADU,NAGAPATTINAM,36.41666666666666,76.91666666666667,45.55555555555555,14.888888888888888,2.444444444444444,0.0,2412.583333333333,2588.805555555555,High,1
TAMIL NADU,NAMAKKAL,32.583333333333336,91.25,65.97222222222221,16.583333333333332,0.9444444444444444,0.0,1971.2777777777776,2178.611111111111,High,1
TAMIL NADU,NILGIRIS,28.5,18.0,20.77777777777777,4.583333333333333,0.2222222222222222,0.0,770.25,842.3333333333334,High,1
TAMIL NADU,OTHER UNITS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
TAMIL NADU,PERAMBALUR,28.25,28.666666666666668,35.666666666666664,11.916666666666666,1.222222222222222,0.0,1010.5833333333334,1116.3055555555557,High,1
TAMIL NADU,PUDUKOTTAI,21.25,115.8611111111111,43.11111111111112,37.94444444444444,2.833333333333333,0.0,2174.305555555555,2395.305555555555,High,1
TAMIL NADU,RAMNATHAPURAM,27.166666666666668,75.1111111111111,26.694444444444446,20.36111111111111,2.6666666666666665,0.0,2076.6944444444443,2228.6944444444443,High,1
TAMIL NADU,SALEM,50.0,115.20833333333331,60.26388888888889,43.30555555555555,4.097222222222222,0.0,2184.597222222222,2457.472222222222,High,1
TAMIL NADU,SIVAGANGAI,36.41666666666666,84.8888888888889,25.77777777777777,59.083333333333336,3.555555555555556,0.0,1907.861111111111,2117.583333333333,High,1
TAMIL NADU,THANJAVUR,47.41666666666666,122.41666666666669,89.8611111111111,33.75,1.361111111111111,0.0,3253.1388888888887,3547.944444444444,High,1
TAMIL NADU,THENI,42.75,101.47222222222224,48.72222222222222,54.833333333333336,5.166666666666667,0.0,2447.472222222222,2700.4166666666665,High,1
TAMIL NADU,THIRUNELVELI,88.875,104.93055555555556,49.23611111111111,126.48611111111111,2.902777777777777,0.0,2934.5138888888887,3306.944444444445,High,1
TAMIL NADU,THIRUVALLUR,42.25,46.888888888888886,19.86111111111111,18.77777777777777,6.75,0.0,2119.638888888889,2254.1666666666665,High,1
TAMIL NADU,THIRUVANNAMALAI,83.41666666666667,131.91666666666666,27.61111111111111,30.88888888888889,3.75,0.0,2337.527777777778,2615.111111111111,High,1
TAMIL NADU,THIRUVARUR,23.75,55.72222222222222,17.388888888888886,11.0,1.5833333333333333,0.0,2440.277777777778,2549.722222222222,High,1
TAMIL NADU,THOOTHUGUDI,89.66666666666667,66.69444444444444,50.44444444444444,61.94444444444445,1.611111111111111,0.0,2985.1388888888887,3255.5,High,1
TAMIL NADU,TIRUCHIRAPPALLI,29.375,52.01388888888889,35.65277777777778,33.93055555555555,2.2777777777777777,0.0,2180.0138888888887,2333.2638888888887,High,1
TAMIL NADU,TIRUPPUR,30.5625,109.5625,31.25,52.5625,4.3125,0.0,2148.4375,2376.6875,High,1
TAMIL NADU,VELLORE,85.80555555555556,171.5,53.138888888888886,63.44444444444445,6.388888888888888,0.0,5418.583333333333,5798.86111111111,High,1
TAMIL NADU,VILLUPURAM,160.72727272727272,332.60606060606057,196.6969696969697,74.0,5.727272727272727,0.0,4645.909090909091,5415.666666666667,High,1
TAMIL NADU,VILUPPURAM,147.0,147.0,50.0,59.0,9.0,0.0,3818.0,4230.0,High,1
TAMIL NADU,VIRUDHUNAGAR,63.0,78.77777777777777,35.833333333333336,44.05555555555555,2.833333333333333,0.0,2485.027777777778,2709.527777777778,High,1
TELANGANA,ADILABAD,139.0,85.0,571.0,384.0,16.0,0.0,2339.0,3534.0,High,1
TELANGANA,CYBERABAD,420.0,255.0,1023.0,1329.0,48.0,55.0,4863.0,7993.0,High,1
TELANGANA,HYDERABAD,380.0,615.0,873.0,1289.0,22.0,5.0,5584.0,8768.0,High,1
TELANGANA,KARIMNAGAR,198.0,186.0,816.0,737.0,34.0,0.0,3845.0,5816.0,High,1
TELANGANA,KHAMMAM,308.0,88.0,835.0,530.0,18.0,0.0,3566.0,5345.0,High,1
TELANGANA,MAHABOOB NAGAR,510.0,113.0,531.0,209.0,30.0,0.0,2714.0,4107.0,High,1
TELANGANA,MEDAK,180.0,80.0,469.0,346.0,34.0,0.0,2496.0,3605.0,High,1
TELANGANA,NALGONDA,397.0,119.0,1068.0,262.0,23.0,0.0,3884.0,5753.0,High,1
TELANGANA,NIZAMABAD,112.0,82.0,471.0,658.0,25.0,0.0,2529.0,3877.0,High,1
TELANGANA,RANGA REDDY,154.0,65.0,184.0,192.0,10.0,0.0,862.0,1467.0,Low,0
TELANGANA,WARANGAL,103.0,70.5,333.5,216.5,14.5,0.0,2129.5,2867.5,High,1
TRIPURA,DHALAI,70.66666666666667,33.94444444444445,51.19444444444444,41.27777777777778,1.3888888888888886,0.0,79.5,277.97222222222223,Low,0
TRIPURA,GOMATI,89.0,59.66666666666666,60.333333333333336,152.0,6.333333333333333,0.0,242.66666666666663,610.0,Low,0
TRIPURA,KHOWAI,49.5,11.0,32.5,39.0,3.5,0.0,115.0,250.5,Low,0
TRIPURA,KOWAI,48.0,10.0,72.0,25.0,8.0,0.0,27.0,190.0,Low,0
TRIPURA,NORTH,88.5,41.13888888888889,59.25,103.1111111111111,4.111111111111111,0.0,110.75,406.8611111111112,Low,0
TRIPURA,SIPAHIJALA,69.0,49.66666666666666,89.0,119.66666666666669,1.6666666666666667,0.0,205.66666666666663,534.6666666666666,Low,0
TRIPURA,SOUTH,95.83333333333331,39.77777777777778,72.6111111111111,108.30555555555554,5.333333333333333,0.0,209.52777777777771,531.3888888888888,Low,0
TRIPURA,UNAKOTI,87.33333333333333,33.666666666666664,34.666666666666664,64.33333333333333,2.6666666666666665,0.0,67.66666666666667,290.3333333333333,Low,0
TRIPURA,WEST,183.75,94.8888888888889,168.16666666666666,202.02777777777771,6.5555555555555545,0.0,393.1944444444445,1048.5833333333333,Low,0
UTTAR PRADESH,AGRA,200.75,859.2777777777778,302.5,373.8611111111111,84.77777777777777,0.0,1812.1944444444443,3633.361111111111,High,1
UTTAR PRADESH,ALIGARH,281.6666666666667,837.861111111111,332.27777777777777,379.8333333333333,65.08333333333333,0.0,1746.4444444444443,3643.1666666666665,High,1
UTTAR PRADESH,ALLAHABAD,246.83333333333331,594.4722222222223,297.47222222222223,290.0,59.80555555555555,0.0,2874.444444444444,4363.027777777777,High,1
UTTAR PRADESH,AMBEDKAR NAGAR,48.91666666666666,140.44444444444446,20.805555555555557,40.52777777777778,13.52777777777778,0.0,533.4444444444445,797.6666666666666,High,1
UTTAR PRADESH,AMETHI,97.5,280.5,119.5,41.0,15.5,0.0,503.0,1057.0,Low,0
UTTAR PRADESH,AMROHA,89.5,272.5,109.5,197.5,19.5,0.0,993.0,1681.5,Low,0
UTTAR PRADESH,AURAIYA,46.833333333333336,182.11111111111111,66.52777777777779,82.5,27.944444444444443,0.0,498.6666666666667,904.5833333333334,Low,0
UTTAR PRADESH,AZAMGARH,96.41666666666669,311.44444444444446,81.6388888888889,132.55555555555557,32.333333333333336,0.0,532.2777777777778,1186.6666666666667,Low,0
UTTAR PRADESH,BADAUN,151.5,315.1944444444444,146.41666666666666,55.05555555555555,51.833333333333336,0.0,864.7777777777778,1584.7777777777776,Low,0
UTTAR PRADESH,BAGHPAT,74.41666666666667,199.47222222222223,87.80555555555556,87.1111111111111,13.888888888888888,0.0,483.6388888888889,946.3333333333334,Low,0
UTTAR PRADESH,BAHRAICH,128.0,335.9444444444444,52.55555555555557,12.75,40.22222222222222,0.0,782.6111111111112,1352.0833333333333,Low,0
UTTAR PRADESH,BALLIA,49.91666666666666,241.08333333333331,88.05555555555556,42.41666666666666,22.0,0.3333333333333333,342.1111111111111,785.9166666666666,Low,0
UTTAR PRADESH,BALRAMPUR,50.833333333333336,132.5277777777778,30.361111111111114,8.388888888888888,9.083333333333334,0.0,152.47222222222223,383.6666666666667,Low,0
UTTAR PRADESH,BANDA,143.33333333333334,250.47222222222223,187.55555555555557,85.86111111111113,31.5,0.0,541.75,1240.4722222222222,Low,0
UTTAR PRADESH,BARABANKI,100.75,195.63888888888889,57.94444444444445,76.3888888888889,26.61111111111111,0.0,993.1944444444443,1450.5277777777776,Low,0
UTTAR PRADESH,BAREILLY,218.75,671.9444444444445,263.8611111111111,203.38888888888889,60.52777777777778,0.0,2522.861111111111,3941.3333333333335,High,1
UTTAR PRADESH,BASTI,49.0,140.97222222222223,39.083333333333336,37.91666666666666,13.805555555555555,0.0,282.1944444444444,562.9722222222222,Low,0
UTTAR PRADESH,BHIM NAGAR,85.5,305.0,36.5,62.5,28.0,0.0,696.5,1214.0,High,1
UTTAR PRADESH,BIJNOR,196.08333333333331,352.9722222222222,188.2777777777778,61.55555555555555,27.25,0.0,1291.0555555555554,2117.1944444444443,Low,0
UTTAR PRADESH,BULANDSHAHAR,228.66666666666663,574.9722222222223,245.38888888888889,120.27777777777776,49.083333333333336,0.0,1372.0,2590.388888888889,High,1
UTTAR PRADESH,CHANDOLI,52.16666666666666,113.30555555555554,86.75,51.888888888888886,16.77777777777778,0.0,238.58333333333331,559.4722222222223,Low,0
UTTAR PRADESH,CHITRAKOOT,69.0,83.0,112.0,12.0,23.0,0.0,334.0,633.0,Low,0
UTTAR PRADESH,CHITRAKOOT DHAM,58.25,56.79166666666667,26.458333333333336,8.916666666666668,12.666666666666668,0.0,260.7916666666667,423.875,High,1
UTTAR PRADESH,CSM NAGAR,76.0,276.3333333333333,36.333333333333336,39.333333333333336,14.0,0.0,455.6666666666667,897.6666666666666,High,1
UTTAR PRADESH,DEORIA,88.58333333333333,281.3611111111111,77.6111111111111,19.55555555555556,30.63888888888889,0.0,425.47222222222223,923.2222222222222,Low,0
UTTAR PRADESH,ETAH,115.25,287.25,131.0,98.19444444444444,40.02777777777778,0.3333333333333333,674.5833333333334,1346.638888888889,Low,0
UTTAR PRADESH,ETAWAH,63.75,228.2777777777778,71.97222222222223,75.16666666666667,29.5,0.0,793.4722222222222,1262.138888888889,Low,0
UTTAR PRADESH,FAIZABAD,90.66666666666669,269.25,95.0,17.0,12.833333333333334,0.0,744.7777777777778,1229.5277777777778,Low,0
UTTAR PRADESH,FATEHGARH,57.0,245.16666666666663,42.52777777777778,69.30555555555556,32.666666666666664,0.0,681.2777777777777,1127.9444444444446,Low,0
UTTAR PRADESH,FATEHPUR,124.91666666666669,250.91666666666663,106.44444444444444,72.58333333333333,38.66666666666666,0.0,643.1388888888888,1236.6666666666667,Low,0
UTTAR PRADESH,FIROZABAD,124.83333333333331,494.4166666666667,138.0,134.86111111111111,55.22222222222222,0.0,939.6666666666666,1887.0,Low,0
UTTAR PRADESH,GAUTAMBUDH NAGAR,116.91666666666669,372.6944444444444,165.88888888888889,145.16666666666666,27.86111111111111,0.0,1774.1388888888887,2602.6666666666665,High,1
UTTAR PRADESH,GHAZIABAD,231.72222222222223,796.3611111111112,282.1666666666667,436.5,40.638888888888886,0.3333333333333333,2534.6944444444443,4322.416666666667,High,1
UTTAR PRADESH,GHAZIPUR,51.833333333333336,198.5,69.8611111111111,63.47222222222222,27.33333333333333,0.0,349.0555555555556,760.0555555555557,Low,0
UTTAR PRADESH,GONDA,80.75,292.3333333333333,65.75,9.055555555555555,30.30555555555556,0.0,692.25,1170.4444444444446,Low,0
UTTAR PRADESH,GORAKHPUR,210.58333333333331,605.1388888888889,137.19444444444446,148.63888888888889,43.22222222222222,0.0,840.7222222222222,1985.5,Low,0
UTTAR PRADESH,HAMIRPUR,90.5,135.08333333333334,111.83333333333331,19.27777777777778,18.5,0.0,239.0,614.1944444444445,Low,0
UTTAR PRADESH,HAPUR,122.0,211.0,99.5,61.0,18.5,0.0,482.5,994.5,Low,0
UTTAR PRADESH,HARDOI,101.75,320.8333333333333,124.44444444444446,110.1388888888889,33.888888888888886,0.0,988.0277777777778,1679.0833333333333,Low,0
UTTAR PRADESH,HATHRAS,119.0,242.55555555555557,119.11111111111111,94.58333333333331,22.416666666666668,0.0,541.7777777777778,1139.4444444444446,Low,0
UTTAR PRADESH,J P NAGAR,72.5,111.25,24.75,63.5,13.75,0.0,444.1666666666667,729.9166666666666,High,1
UTTAR PRADESH,JALAUN,25.83333333333333,129.63888888888889,55.72222222222223,36.30555555555555,27.444444444444443,0.3333333333333333,303.6666666666667,578.9444444444445,Low,0
UTTAR PRADESH,JAUNPUR,117.58333333333331,264.02777777777777,73.6388888888889,66.05555555555556,48.41666666666666,0.0,521.3611111111112,1091.0833333333333,Low,0
UTTAR PRADESH,JHANSI,80.41666666666667,183.91666666666663,89.77777777777777,71.80555555555556,26.944444444444443,0.0,531.2222222222222,984.0833333333334,Low,0
UTTAR PRADESH,KANNAUJ,45.66666666666666,193.2222222222222,87.27777777777777,72.16666666666667,26.11111111111111,0.0,761.8055555555555,1186.25,Low,0
UTTAR PRADESH,KANPUR DEHAT,63.77777777777778,229.25925925925927,91.37037037037037,96.85185185185183,33.03703703703704,0.0,670.7037037037037,1185.0,Low,0
UTTAR PRADESH,KANPUR NAGAR,162.0,655.6111111111112,241.08333333333331,398.25,64.0,0.0,2526.25,4047.194444444444,High,1
UTTAR PRADESH,KANSHIRAM NAGAR,50.4,141.4,29.0,26.4,26.6,0.0,304.4,578.2,High,1
UTTAR PRADESH,KASGANJ,54.0,244.5,79.5,24.0,26.5,0.0,319.0,747.5,Low,0
UTTAR PRADESH,KAUSHAMBI,60.16666666666666,151.86111111111111,125.52777777777776,67.94444444444444,23.5,0.0,634.0277777777777,1063.0277777777778,Low,0
UTTAR PRADESH,KHIRI,141.0,426.3611111111111,118.58333333333331,120.22222222222224,54.27777777777778,0.0,1025.611111111111,1886.055555555556,Low,0
UTTAR PRADESH,KUSHI NAGAR,65.3888888888889,254.69444444444443,62.05555555555557,39.63888888888889,26.972222222222225,0.0,419.75,868.5,Low,0
UTTAR PRADESH,LALITPUR,45.16666666666666,59.94444444444445,48.02777777777777,18.916666666666668,10.47222222222222,0.0,314.4166666666667,496.9444444444444,Low,0
UTTAR PRADESH,LUCKNOW,202.08333333333331,861.5,420.27777777777777,823.1666666666666,53.55555555555555,0.0,5150.138888888889,7510.722222222223,High,1
